n_test,max_re,i_max_re,max_ae,i_max_ae,mae,mre,mse,rmse,r2,nrmse,surrogate,sampler,problem,qoi,n,seed,fit_time_s,failed
500,0.09421045348870787,139,384.39359731801596,1,72.66744012208991,0.026050496489526516,9119.833187565684,95.49781771101203,0.9840726013657118,0.1289490834674623,Kriging,LHS,rd_2d,J,10,5,0.9688897380110575,False
500,0.11630100907896472,5,571.9733378074807,1,78.5725455092624,0.026538723194800717,12808.397710392746,113.17419189193598,0.9821770026898634,0.1528171917058689,RBF,LHS,rd_2d,J,10,6,0.0027129950030939654,False
500,0.0941090654654068,5,272.3699691685579,134,69.86350539640276,0.025092064912958744,7761.735290887877,88.10071106913881,0.9870304963575479,0.11896089583508002,Kriging,LHS,rd_2d,J,10,6,0.6955984769883798,False
500,0.17972963026040617,252,672.29395952285,75,112.25985695115175,0.04017890875177021,23580.27494110197,153.55870193871127,0.9575072795974147,0.20734771063953567,RBF,LHS,rd_2d,J,10,7,0.0028257350058993325,False
500,0.11395347060484524,137,302.78679804886906,436,77.89383825712149,0.027685259090365604,10044.622610424709,100.22286470873155,0.9817970827227382,0.13532923428452498,Kriging,LHS,rd_2d,J,10,7,0.6254022780049127,False
500,0.1445658850175535,1,820.5242267140402,1,105.07542349494176,0.03543149730187299,23306.94344451713,152.66611753927958,0.9584317157146068,0.2061424690645672,RBF,LHS,rd_2d,J,10,8,0.003337487010867335,False
500,0.11679576772033386,406,611.4923236947207,1,87.28321424450644,0.030111215824208913,15169.855994680796,123.16596930435288,0.9732501378180511,0.1663089192701678,Kriging,LHS,rd_2d,J,10,8,0.5463930780097144,False
500,0.14124018587801443,5,660.6358719517266,1,106.7852527751259,0.03800151659232284,19920.390710855358,141.13961425076715,0.9648416843685266,0.19057842718105328,RBF,LHS,rd_2d,J,10,9,0.002712147994316183,False
500,0.1112213303588001,1,631.2678546233801,1,83.38345650618716,0.029132086229483916,13919.937631176686,117.98278531708212,0.9754879461061804,0.15931015384681174,Kriging,LHS,rd_2d,J,10,9,1.2928462109994143,False
500,0.07866779226481771,399,222.2310570248801,467,55.03426495336856,0.02044179525957846,4911.059147952001,70.07894939246735,0.9910574859154351,0.09462641671946091,RBF,LHS,rd_2d,J,20,0,0.003302621000329964,False
500,0.10141331897495927,1,575.5997351680098,1,34.370969184391555,0.011607259559743543,4370.453608539341,66.1094063544617,0.9930980788850792,0.08926641008470773,Kriging,LHS,rd_2d,J,20,0,0.4544031630066456,False
500,0.06221138341448457,51,199.1804602841239,134,52.70400790872076,0.01975780756087332,3998.5095482690303,63.233769050002316,0.9927435137199855,0.085383485807663,RBF,LHS,rd_2d,J,20,1,0.003149864001898095,False
500,0.14055412862633385,406,372.81259731026694,406,79.48943821738209,0.028212845841759312,10826.43229081554,104.05014315615111,0.980861918059796,0.14049714345563283,Kriging,LHS,rd_2d,J,20,1,0.801017113000853,False
500,0.07818299106086045,134,324.0669513881621,134,52.16073639667405,0.019208233067356768,4255.410616543313,65.23350838750981,0.9925131375822541,0.08808369991648957,RBF,LHS,rd_2d,J,20,2,0.01182730498840101,False
500,0.052544976278560196,1,298.2337501232614,1,24.02986075178884,0.008421688990727884,1369.3666076316729,37.004953825557905,0.9976327170722343,0.049967161490552206,Kriging,LHS,rd_2d,J,20,2,1.2895880639989628,False
500,0.08720429123742804,467,308.40599752566504,467,55.379350606101546,0.020173652797466097,5050.734268886903,71.06851812783846,0.9910935995491263,0.09596261459824706,RBF,LHS,rd_2d,J,20,3,0.0032383229990955442,False
500,0.11240690495908817,1,637.996915784629,1,40.723896951856226,0.012992347552174984,5643.077783248104,75.12042187879474,0.9910193318806372,0.10143383150673498,Kriging,LHS,rd_2d,J,20,3,0.626882172000478,False
500,0.07364600988232094,467,269.42242489702585,1,59.08459087978345,0.021478851688739475,5645.052529529975,75.13356460018369,0.9897156441117942,0.10145157790050599,RBF,LHS,rd_2d,J,20,4,0.004148232997977175,False
500,0.06529298815451723,56,356.7867281408471,1,28.711718044237223,0.010033429892625971,2265.56829466552,47.59798624590667,0.9966702961185816,0.06427075349386534,Kriging,LHS,rd_2d,J,20,4,0.7888652139954502,False
