qoi,sampler,n,median,q25,q75
q,f-greedy,75,0.31753200215882543,0.31753200215882543,0.31753200215882543
q,f-greedy,80,0.324366075504951,0.324366075504951,0.324366075504951
q,f-greedy,85,0.3240076796652077,0.3240076796652077,0.3240076796652077
q,f-greedy,90,0.32848985623574684,0.32848985623574684,0.32848985623574684
q,f-greedy,95,0.31801996350681905,0.31801996350681905,0.31801996350681905
q,f-greedy,100,0.26967537543330006,0.26967537543330006,0.26967537543330006
q,f-greedy,105,0.32222030665404755,0.32222030665404755,0.32222030665404755
q,f-greedy,110,0.32945216196995303,0.32945216196995303,0.32945216196995303
q,f-greedy,115,0.26826187183444516,0.26826187183444516,0.26826187183444516
q,f-greedy,120,0.2784565726033972,0.2784565726033972,0.2784565726033972
q,β-greedy(β=0.5),5,0.9706327652695367,0.9706327652695367,0.9706327652695367
q,β-greedy(β=0.5),10,0.5812776757022098,0.5812776757022098,0.5812776757022098
q,β-greedy(β=0.5),15,0.57498242542636,0.57498242542636,0.57498242542636
q,β-greedy(β=0.5),20,0.5844708944799077,0.5844708944799077,0.5844708944799077
q,β-greedy(β=0.5),25,0.36324194273787663,0.36324194273787663,0.36324194273787663
q,β-greedy(β=0.5),30,0.39334112666752163,0.39334112666752163,0.39334112666752163
q,β-greedy(β=0.5),35,0.40164207133746416,0.40164207133746416,0.40164207133746416
q,β-greedy(β=0.5),40,0.37733183376407264,0.37733183376407264,0.37733183376407264
q,β-greedy(β=0.5),45,0.5213878114582221,0.5213878114582221,0.5213878114582221
q,β-greedy(β=0.5),50,0.537562542912543,0.537562542912543,0.537562542912543
q,β-greedy(β=0.5),55,0.4535367590831454,0.4535367590831454,0.4535367590831454
q,β-greedy(β=0.5),60,0.42923011786680165,0.42923011786680165,0.42923011786680165
q,β-greedy(β=0.5),65,0.24573949661631678,0.24573949661631678,0.24573949661631678
q,β-greedy(β=0.5),70,0.24965699037334127,0.24965699037334127,0.24965699037334127
q,β-greedy(β=0.5),75,0.24786818150441045,0.24786818150441045,0.24786818150441045
q,β-greedy(β=0.5),80,0.24835445889007093,0.24835445889007093,0.24835445889007093
q,β-greedy(β=0.5),85,0.2584239322642498,0.2584239322642498,0.2584239322642498
q,β-greedy(β=0.5),90,0.2726659926280128,0.2726659926280128,0.2726659926280128
q,β-greedy(β=0.5),95,0.27465718831980596,0.27465718831980596,0.27465718831980596
q,β-greedy(β=0.5),100,0.2999576858554744,0.2999576858554744,0.2999576858554744
q,β-greedy(β=0.5),105,0.2964747693739871,0.2964747693739871,0.2964747693739871
q,β-greedy(β=0.5),110,0.2966052118356681,0.2966052118356681,0.2966052118356681
q,β-greedy(β=0.5),115,0.306181717783577,0.306181717783577,0.306181717783577
q,β-greedy(β=0.5),120,0.2594532317025189,0.2594532317025189,0.2594532317025189
