qoi,sampler,n,median,q25,q75
q,f-greedy,80,0.09902682498447737,0.09304543306093596,0.10606478266482304
q,f-greedy,100,0.06812354576337376,0.06713653245329126,0.07592831448000142
q,f-greedy,120,0.059382729391606284,0.056425071123892126,0.07173973793240396
q,β-greedy(β=0.5),5,0.7124302040121696,0.6795655349023384,0.7261255201764282
q,β-greedy(β=0.5),10,1.0923136298553389,0.5301581321277459,1.3000698238711925
q,β-greedy(β=0.5),15,0.3835105544370991,0.2654682992129601,0.5048932592616868
q,β-greedy(β=0.5),20,0.24940365623335858,0.19394539226252047,0.27556005207606554
q,β-greedy(β=0.5),30,0.20063088836560025,0.1818641772220893,0.2631235063129214
q,β-greedy(β=0.5),40,0.16140380253973424,0.14303976987708678,0.18399769584318848
q,β-greedy(β=0.5),60,0.08559202581812683,0.08371328493560887,0.0883153788512183
q,β-greedy(β=0.5),80,0.06566048823240396,0.06503349624869016,0.0667737356523318
q,β-greedy(β=0.5),100,0.056398414031423455,0.05524762416484711,0.05708272659218705
q,β-greedy(β=0.5),120,0.05444336171922161,0.051234768338335804,0.05515047055707513
