*********************************************************
               r                z               ur               uz               tr               tz              err              ett              ezz              erz              srr              stt              szz              srz 

 1.033615869E+00  9.906471189E-01  8.762927622E+01  4.506797098E-02 -1.098546218E+00  1.183656323E+01 -6.362028340E+01  8.477934486E+01 -4.236918901E+00 -1.569351740E+00 -7.130014707E+01  1.364593325E+02  1.183656323E+01 -1.098546218E+00 

 1.033615869E+00  9.917747561E-01  8.762834162E+01  4.019355221E-02 -9.268830747E-01  1.166504386E+01 -6.338483778E+01  8.477844066E+01 -4.407444561E+00 -1.324118678E+00 -7.090330664E+01  1.365252832E+02  1.166504386E+01 -9.268830747E-01 

 1.034743506E+00  9.906471189E-01  8.755756392E+01  4.432189802E-02 -9.245978500E-01  1.196097340E+01 -6.357051983E+01  8.461765008E+01 -4.138168719E+00 -1.320854071E+00 -7.124431816E+01  1.362191197E+02  1.196097340E+01 -9.245978500E-01 

 1.034743506E+00  9.917747561E-01  8.755689506E+01  3.955867698E-02 -7.555622888E-01  1.178883831E+01 -6.333441676E+01  8.461700369E+01 -4.309337945E+00 -1.079374698E+00 -7.084627203E+01  1.362857166E+02  1.178883831E+01 -7.555622888E-01 

 1.012131494E+00  9.496314939E-01  8.919928985E+01  2.031680031E-01 -3.967362281E+00  6.428660930E+00 -7.226550238E+01  8.813013959E+01 -4.175186994E+00 -5.667660402E+00 -8.889778061E+01  1.356561181E+02  6.428660930E+00 -3.967362281E+00 

 1.012131494E+00  9.507591311E-01  8.919958248E+01  1.983742554E-01 -3.816559992E+00  6.286985354E+00 -7.205938757E+01  8.813042872E+01 -4.321472591E+00 -5.452228560E+00 -8.854609562E+01  1.357196472E+02  6.286985354E+00 -3.816559992E+00 

 1.013259131E+00  9.496314939E-01  8.911770952E+01  1.962420933E-01 -3.765457333E+00  7.726181852E+00 -7.241668504E+01  8.795154842E+01 -3.504254978E+00 -5.379224762E+00 -8.875122024E+01  1.357643066E+02  7.726181852E+00 -3.765457333E+00 

 1.013259131E+00  9.507591311E-01  8.911823236E+01  1.921961866E-01 -3.677732095E+00  7.539382569E+00 -7.221554338E+01  8.795206441E+01 -3.666924292E+00 -5.253902993E+00 -8.842868415E+01  1.358059668E+02  7.539382569E+00 -3.677732095E+00 

 1.012131494E+00  9.515846189E-01  8.919946514E+01  1.947702039E-01 -3.692072531E+00  6.223606763E+00 -7.191871450E+01  8.813031278E+01 -4.407580173E+00 -5.274389331E+00 -8.829198130E+01  1.357766569E+02  6.223606763E+00 -3.692072531E+00 

 1.012131494E+00  9.527122561E-01  8.919889740E+01  1.897461046E-01 -3.509790772E+00  6.186968197E+00 -7.174147587E+01  8.812975184E+01 -4.498253704E+00 -5.013986818E+00 -8.795354283E+01  1.358661760E+02  6.186968197E+00 -3.509790772E+00 

 1.013259131E+00  9.515846189E-01  8.911827411E+01  1.891264034E-01 -3.596242647E+00  7.439408593E+00 -7.207480376E+01  8.795210562E+01 -3.768064637E+00 -5.137489495E+00 -8.819002618E+01  1.358476470E+02  7.439408593E+00 -3.596242647E+00 

 1.013259131E+00  9.527122561E-01  8.911790918E+01  1.848104464E-01 -3.467845203E+00  7.349717911E+00 -7.189335610E+01  8.795174546E+01 -3.882282010E+00 -4.954064575E+00 -8.786578581E+01  1.359173564E+02  7.349717911E+00 -3.467845203E+00 

 1.014084619E+00  9.496314939E-01  8.905789827E+01  1.912464126E-01 -3.595995352E+00  8.590044724E+00 -7.248948630E+01  8.782097332E+01 -3.064496590E+00 -5.137136217E+00 -8.860494087E+01  1.358297026E+02  8.590044724E+00 -3.595995352E+00 

 1.014084619E+00  9.507591311E-01  8.905858442E+01  1.876932144E-01 -3.549914857E+00  8.380600933E+00 -7.229533180E+01  8.782164994E+01 -3.233482905E+00 -5.071306939E+00 -8.830598752E+01  1.358577869E+02  8.380600933E+00 -3.549914857E+00 

 1.015212256E+00  9.496314939E-01  8.897612200E+01  1.845693431E-01 -3.346685536E+00  9.659048210E+00 -7.254197791E+01  8.764287613E+01 -2.529344869E+00 -4.780979337E+00 -8.835863804E+01  1.359001576E+02  9.659048210E+00 -3.346685536E+00 

 1.015212256E+00  9.507591311E-01  8.897702023E+01  1.816185938E-01 -3.350918564E+00  9.429978118E+00 -7.236046886E+01  8.764376090E+01 -2.701011643E+00 -4.787026520E+00 -8.809326199E+01  1.359126597E+02  9.429978118E+00 -3.350918564E+00 

 1.014084619E+00  9.515846189E-01  8.905874144E+01  1.849784758E-01 -3.497509158E+00  8.261009908E+00 -7.215712064E+01  8.782180478E+01 -3.341595282E+00 -4.996441655E+00 -8.808072559E+01  1.358897700E+02  8.261009908E+00 -3.497509158E+00 

 1.014084619E+00  9.527122561E-01  8.905852629E+01  1.811368696E-01 -3.406375689E+00  8.141501945E+00 -7.197610036E+01  8.782159262E+01 -3.467863238E+00 -4.866250984E+00 -8.777003002E+01  1.359467401E+02  8.141501945E+00 -3.406375689E+00 

 1.015212256E+00  9.515846189E-01  8.897732994E+01  1.793414568E-01 -3.334444398E+00  9.291653502E+00 -7.222828866E+01  8.764406597E+01 -2.814250072E+00 -4.763491998E+00 -8.788800052E+01  1.359332960E+02  9.291653502E+00 -3.334444398E+00 

 1.015212256E+00  9.527122561E-01  8.897731685E+01  1.760888798E-01 -3.290296398E+00  9.141856746E+00 -7.205156126E+01  8.764405308E+01 -2.951126394E+00 -4.700423426E+00 -8.759875206E+01  1.359751080E+02  9.141856746E+00 -3.290296398E+00 

 1.012131494E+00  4.728774388E-02  8.919889740E+01 -1.897461045E-01  3.509790769E+00  6.186968196E+00 -7.174147587E+01  8.812975184E+01 -4.498253706E+00  5.013986812E+00 -8.795354283E+01  1.358661760E+02  6.186968196E+00  3.509790769E+00 

 1.012131494E+00  4.841538112E-02  8.919946514E+01 -1.947702041E-01  3.692072534E+00  6.223606764E+00 -7.191871451E+01  8.813031278E+01 -4.407580172E+00  5.274389334E+00 -8.829198130E+01  1.357766569E+02  6.223606764E+00  3.692072534E+00 

 1.013259131E+00  4.728774388E-02  8.911790918E+01 -1.848104464E-01  3.467845200E+00  7.349717909E+00 -7.189335609E+01  8.795174546E+01 -3.882282012E+00  4.954064571E+00 -8.786578581E+01  1.359173564E+02  7.349717909E+00  3.467845200E+00 

 1.013259131E+00  4.841538112E-02  8.911827411E+01 -1.891264035E-01  3.596242648E+00  7.439408595E+00 -7.207480376E+01  8.795210562E+01 -3.768064635E+00  5.137489498E+00 -8.819002618E+01  1.358476470E+02  7.439408595E+00  3.596242648E+00 

 1.012131494E+00  4.924086888E-02  8.919958248E+01 -1.983742553E-01  3.816559989E+00  6.286985352E+00 -7.205938757E+01  8.813042872E+01 -4.321472594E+00  5.452228555E+00 -8.854609561E+01  1.357196472E+02  6.286985352E+00  3.816559989E+00 

 1.012131494E+00  5.036850612E-02  8.919928985E+01 -2.031680032E-01  3.967362283E+00  6.428660933E+00 -7.226550238E+01  8.813013959E+01 -4.175186991E+00  5.667660404E+00 -8.889778062E+01  1.356561181E+02  6.428660933E+00  3.967362283E+00 

 1.013259131E+00  4.924086888E-02  8.911823236E+01 -1.921961866E-01  3.677732093E+00  7.539382566E+00 -7.221554338E+01  8.795206441E+01 -3.666924296E+00  5.253902990E+00 -8.842868415E+01  1.358059668E+02  7.539382566E+00  3.677732093E+00 

 1.013259131E+00  5.036850612E-02  8.911770952E+01 -1.962420934E-01  3.765457334E+00  7.726181855E+00 -7.241668505E+01  8.795154842E+01 -3.504254976E+00  5.379224763E+00 -8.875122024E+01  1.357643066E+02  7.726181855E+00  3.765457334E+00 

 1.014084619E+00  4.728774388E-02  8.905852629E+01 -1.811368695E-01  3.406375686E+00  8.141501943E+00 -7.197610035E+01  8.782159262E+01 -3.467863240E+00  4.866250981E+00 -8.777003002E+01  1.359467401E+02  8.141501943E+00  3.406375686E+00 

 1.014084619E+00  4.841538112E-02  8.905874144E+01 -1.849784759E-01  3.497509159E+00  8.261009909E+00 -7.215712064E+01  8.782180478E+01 -3.341595280E+00  4.996441656E+00 -8.808072559E+01  1.358897700E+02  8.261009909E+00  3.497509159E+00 

 1.015212256E+00  4.728774388E-02  8.897731685E+01 -1.760888798E-01  3.290296396E+00  9.141856743E+00 -7.205156125E+01  8.764405308E+01 -2.951126397E+00  4.700423423E+00 -8.759875206E+01  1.359751080E+02  9.141856743E+00  3.290296396E+00 

 1.015212256E+00  4.841538112E-02  8.897732994E+01 -1.793414569E-01  3.334444398E+00  9.291653504E+00 -7.222828866E+01  8.764406597E+01 -2.814250069E+00  4.763491998E+00 -8.788800052E+01  1.359332960E+02  9.291653504E+00  3.334444398E+00 

 1.014084619E+00  4.924086888E-02  8.905858442E+01 -1.876932144E-01  3.549914856E+00  8.380600929E+00 -7.229533180E+01  8.782164994E+01 -3.233482908E+00  5.071306937E+00 -8.830598751E+01  1.358577869E+02  8.380600929E+00  3.549914856E+00 

 1.014084619E+00  5.036850612E-02  8.905789827E+01 -1.912464127E-01  3.595995352E+00  8.590044727E+00 -7.248948631E+01  8.782097332E+01 -3.064496588E+00  5.137136217E+00 -8.860494088E+01  1.358297026E+02  8.590044727E+00  3.595995352E+00 

 1.015212256E+00  4.924086888E-02  8.897702023E+01 -1.816185938E-01  3.350918563E+00  9.429978114E+00 -7.236046886E+01  8.764376090E+01 -2.701011647E+00  4.787026518E+00 -8.809326198E+01  1.359126597E+02  9.429978114E+00  3.350918563E+00 

 1.015212256E+00  5.036850612E-02  8.897612200E+01 -1.845693431E-01  3.346685535E+00  9.659048214E+00 -7.254197791E+01  8.764287613E+01 -2.529344866E+00  4.780979335E+00 -8.835863805E+01  1.359001576E+02  9.659048214E+00  3.346685535E+00 

 1.012131494E+00  5.119399388E-02  8.919870928E+01 -2.065627074E-01  4.058256628E+00  6.575808423E+00 -7.242512711E+01  8.812956598E+01 -4.046470363E+00  5.797509468E+00 -8.915431102E+01  1.356222593E+02  6.575808423E+00  4.058256628E+00 

 1.012131494E+00  5.232163112E-02  8.919735558E+01 -2.110130867E-01  4.146563619E+00  6.839856788E+00 -7.265115545E+01  8.812822850E+01 -3.841253029E+00  5.923662313E+00 -8.949400660E+01  1.355971309E+02  6.839856788E+00  4.146563619E+00 

 1.013259131E+00  5.119399388E-02  8.911695306E+01 -1.990793453E-01  3.807647860E+00  7.901420590E+00 -7.256834210E+01  8.795080186E+01 -3.367413124E+00  5.439496942E+00 -8.897987998E+01  1.357469216E+02  7.901420590E+00  3.807647860E+00 

 1.013259131E+00  5.232163112E-02  8.911535398E+01 -2.027606650E-01  3.827544728E+00  8.194807286E+00 -7.277676857E+01  8.794922370E+01 -3.157661467E+00  5.467921041E+00 -8.927194266E+01  1.357444465E+02  8.194807286E+00  3.827544728E+00 

 1.012131494E+00  5.314711888E-02  8.919590951E+01 -2.141147071E-01  4.178426761E+00  7.080699879E+00 -7.281838136E+01  8.812679977E+01 -3.670669163E+00  5.969181087E+00 -8.972609720E+01  1.355971564E+02  7.080699879E+00  4.178426761E+00 

 1.012131494E+00  5.427475612E-02  8.919323813E+01 -2.181113457E-01  4.167311188E+00  7.474425903E+00 -7.304030746E+01  8.812416040E+01 -3.413722320E+00  5.953301697E+00 -9.000279330E+01  1.356274617E+02  7.474425903E+00  4.167311188E+00 

 1.013259131E+00  5.314711888E-02  8.911372935E+01 -2.052985746E-01  3.809435101E+00  8.448978672E+00 -7.292586032E+01  8.794762034E+01 -2.989334428E+00  5.442050145E+00 -8.946215757E+01  1.357607153E+02  8.448978672E+00  3.809435101E+00 

 1.013259131E+00  5.427475612E-02  8.911082561E+01 -2.085324793E-01  3.733124134E+00  8.847674567E+00 -7.311589602E+01  8.794475459E+01 -2.743929359E+00  5.333034478E+00 -8.967307876E+01  1.358118321E+02  8.847674567E+00  3.733124134E+00 

 1.014084619E+00  5.119399388E-02  8.905701982E+01 -1.937197216E-01  3.606856515E+00  8.778004641E+00 -7.263314863E+01  8.782010707E+01 -2.925837439E+00  5.152652164E+00 -8.881223102E+01  1.358223270E+02  8.778004641E+00  3.606856515E+00 

 1.014084619E+00  5.232163112E-02  8.905525484E+01 -1.969037155E-01  3.583990799E+00  9.082240393E+00 -7.282642393E+01  8.781836661E+01 -2.718081394E+00  5.119986856E+00 -8.906943916E+01  1.358332676E+02  9.082240393E+00  3.583990799E+00 

 1.015212256E+00  5.119399388E-02  8.897508857E+01 -1.866013478E-01  3.320602370E+00  9.856149081E+00 -7.267293873E+01  8.764185819E+01 -2.392333201E+00  4.743717671E+00 -8.853669866E+01  1.359040170E+02  9.856149081E+00  3.320602370E+00 

 1.015212256E+00  5.232163112E-02  8.897311804E+01 -1.891874866E-01  3.248650857E+00  1.016449320E+01 -7.284405806E+01  8.763991719E+01 -2.192309748E+00  4.640929796E+00 -8.874795444E+01  1.359296109E+02  1.016449320E+01  3.248650857E+00 

 1.014084619E+00  5.314711888E-02  8.905351299E+01 -1.990806322E-01  3.535615015E+00  9.338797247E+00 -7.296129963E+01  8.781664894E+01 -2.554824300E+00  5.050878592E+00 -8.923026821E+01  1.358588598E+02  9.338797247E+00  3.535615015E+00 

 1.014084619E+00  5.427475612E-02  8.905046204E+01 -2.018308243E-01  3.421212178E+00  9.732224507E+00 -7.312799369E+01  8.781364037E+01 -2.321512046E+00  4.887445969E+00 -8.939684979E+01  1.359214379E+02  9.732224507E+00  3.421212178E+00 

 1.015212256E+00  5.314711888E-02  8.897123516E+01 -1.909342182E-01  3.166571763E+00  1.041723319E+01 -7.295935656E+01  8.763806252E+01 -2.038942070E+00  4.523673946E+00 -8.887134709E+01  1.359650396E+02  1.041723319E+01  3.166571763E+00 

 1.015212256E+00  5.427475612E-02  8.896801369E+01 -1.931129350E-01  3.011234081E+00  1.079543364E+01 -7.309543328E+01  8.763488932E+01 -1.824896000E+00  4.301762973E+00 -8.898331855E+01  1.360391331E+02  1.079543364E+01  3.011234081E+00 

 1.012131494E+00  9.457252439E-01  8.919323812E+01  2.181113456E-01 -4.167311190E+00  7.474425896E+00 -7.304030746E+01  8.812416040E+01 -3.413722325E+00 -5.953301699E+00 -9.000279329E+01  1.356274617E+02  7.474425896E+00 -4.167311190E+00 

 1.012131494E+00  9.468528811E-01  8.919590951E+01  2.141147071E-01 -4.178426762E+00  7.080699886E+00 -7.281838136E+01  8.812679977E+01 -3.670669159E+00 -5.969181089E+00 -8.972609720E+01  1.355971564E+02  7.080699886E+00 -4.178426762E+00 

 1.013259131E+00  9.457252439E-01  8.911082561E+01  2.085324792E-01 -3.733124137E+00  8.847674560E+00 -7.311589602E+01  8.794475459E+01 -2.743929363E+00 -5.333034481E+00 -8.967307876E+01  1.358118321E+02  8.847674560E+00 -3.733124137E+00 

 1.013259131E+00  9.468528811E-01  8.911372935E+01  2.052985746E-01 -3.809435101E+00  8.448978679E+00 -7.292586032E+01  8.794762033E+01 -2.989334423E+00 -5.442050145E+00 -8.946215758E+01  1.357607153E+02  8.448978679E+00 -3.809435101E+00 

 1.012131494E+00  9.476783689E-01  8.919735558E+01  2.110130866E-01 -4.146563618E+00  6.839856783E+00 -7.265115544E+01  8.812822850E+01 -3.841253033E+00 -5.923662312E+00 -8.949400659E+01  1.355971309E+02  6.839856783E+00 -4.146563618E+00 

 1.012131494E+00  9.488060061E-01  8.919870928E+01  2.065627074E-01 -4.058256630E+00  6.575808428E+00 -7.242512711E+01  8.812956598E+01 -4.046470359E+00 -5.797509472E+00 -8.915431103E+01  1.356222593E+02  6.575808428E+00 -4.058256630E+00 

 1.013259131E+00  9.476783689E-01  8.911535398E+01  2.027606649E-01 -3.827544729E+00  8.194807281E+00 -7.277676857E+01  8.794922370E+01 -3.157661471E+00 -5.467921042E+00 -8.927194266E+01  1.357444465E+02  8.194807281E+00 -3.827544729E+00 

 1.013259131E+00  9.488060061E-01  8.911695306E+01  1.990793453E-01 -3.807647861E+00  7.901420595E+00 -7.256834211E+01  8.795080186E+01 -3.367413121E+00 -5.439496944E+00 -8.897987999E+01  1.357469216E+02  7.901420595E+00 -3.807647861E+00 

 1.014084619E+00  9.457252439E-01  8.905046204E+01  2.018308242E-01 -3.421212182E+00  9.732224500E+00 -7.312799369E+01  8.781364037E+01 -2.321512050E+00 -4.887445974E+00 -8.939684979E+01  1.359214379E+02  9.732224500E+00 -3.421212182E+00 

 1.014084619E+00  9.468528811E-01  8.905351299E+01  1.990806322E-01 -3.535615014E+00  9.338797254E+00 -7.296129963E+01  8.781664894E+01 -2.554824296E+00 -5.050878591E+00 -8.923026822E+01  1.358588598E+02  9.338797254E+00 -3.535615014E+00 

 1.015212256E+00  9.457252439E-01  8.896801369E+01  1.931129350E-01 -3.011234085E+00  1.079543364E+01 -7.309543328E+01  8.763488932E+01 -1.824896003E+00 -4.301762979E+00 -8.898331855E+01  1.360391331E+02  1.079543364E+01 -3.011234085E+00 

 1.015212256E+00  9.468528811E-01  8.897123516E+01  1.909342182E-01 -3.166571761E+00  1.041723320E+01 -7.295935656E+01  8.763806252E+01 -2.038942066E+00 -4.523673944E+00 -8.887134710E+01  1.359650396E+02  1.041723320E+01 -3.166571761E+00 

 1.014084619E+00  9.476783689E-01  8.905525484E+01  1.969037154E-01 -3.583990801E+00  9.082240388E+00 -7.282642393E+01  8.781836661E+01 -2.718081397E+00 -5.119986858E+00 -8.906943916E+01  1.358332676E+02  9.082240388E+00 -3.583990801E+00 

 1.014084619E+00  9.488060061E-01  8.905701982E+01  1.937197217E-01 -3.606856515E+00  8.778004647E+00 -7.263314863E+01  8.782010707E+01 -2.925837435E+00 -5.152652165E+00 -8.881223103E+01  1.358223270E+02  8.778004647E+00 -3.606856515E+00 

 1.015212256E+00  9.476783689E-01  8.897311804E+01  1.891874866E-01 -3.248650860E+00  1.016449319E+01 -7.284405806E+01  8.763991719E+01 -2.192309751E+00 -4.640929800E+00 -8.874795443E+01  1.359296109E+02  1.016449319E+01 -3.248650860E+00 

 1.015212256E+00  9.488060061E-01  8.897508857E+01  1.866013478E-01 -3.320602369E+00  9.856149087E+00 -7.267293874E+01  8.764185819E+01 -2.392333198E+00 -4.743717671E+00 -8.853669867E+01  1.359040170E+02  9.856149087E+00 -3.320602369E+00 

 1.016037744E+00  1.603774388E-02  8.879961377E+01 -7.852266227E-02  3.732803086E+00  1.293953123E+01 -6.753506128E+01  8.739794786E+01 -3.231224356E+00  5.332575837E+00 -7.708584046E+01  1.398203723E+02  1.293953123E+01  3.732803086E+00 

 1.016037744E+00  1.716538112E-02  8.880692056E+01 -8.210263554E-02  3.587205247E+00  1.286195669E+01 -6.786898205E+01  8.740513931E+01 -3.122860586E+00  5.124578924E+00 -7.778261335E+01  1.396011566E+02  1.286195669E+01  3.587205247E+00 

 1.017165381E+00  1.603774388E-02  8.872361095E+01 -7.964293824E-02  3.766540580E+00  1.278845007E+01 -6.726878084E+01  8.722633763E+01 -3.333463087E+00  5.380772257E+00 -7.672099478E+01  1.395721711E+02  1.278845007E+01  3.766540580E+00 

 1.017165381E+00  1.716538112E-02  8.873053795E+01 -8.332664295E-02  3.653086076E+00  1.275624832E+01 -6.760782848E+01  8.723314774E+01 -3.204219140E+00  5.218694394E+00 -7.740880476E+01  1.393685620E+02  1.275624832E+01  3.653086076E+00 

 1.016037744E+00  1.799086888E-02  8.881218299E+01 -8.465371467E-02  3.478469296E+00  1.278572151E+01 -6.809313284E+01  8.741031868E+01 -3.060132093E+00  4.969241851E+00 -7.826047954E+01  1.394443526E+02  1.278572151E+01  3.478469296E+00 

 1.016037744E+00  1.911850612E-02  8.881923059E+01 -8.806544467E-02  3.331505501E+00  1.265891861E+01 -6.837361543E+01  8.741725504E+01 -2.994654276E+00  4.759293573E+00 -7.887162701E+01  1.392355916E+02  1.265891861E+01  3.331505501E+00 

 1.017165381E+00  1.799086888E-02  8.873554401E+01 -8.593812295E-02  3.565052966E+00  1.271395603E+01 -6.783793542E+01  8.723806931E+01 -3.124973287E+00  5.092932808E+00 -7.788419096E+01  1.392222157E+02  1.271395603E+01  3.565052966E+00 

 1.017165381E+00  1.911850612E-02  8.874226912E+01 -8.940973162E-02  3.442509455E+00  1.263377835E+01 -6.812885346E+01  8.724468093E+01 -3.035853262E+00  4.917870650E+00 -7.849642194E+01  1.390265262E+02  1.263377835E+01  3.442509455E+00 

 1.017990869E+00  1.603774388E-02  8.866815692E+01 -8.019382291E-02  3.765006601E+00  1.269116327E+01 -6.708769037E+01  8.710113187E+01 -3.397122570E+00  5.378580859E+00 -7.647563165E+01  1.393887195E+02  1.269116327E+01  3.765006601E+00 

 1.017990869E+00  1.716538112E-02  8.867480329E+01 -8.394243937E-02  3.673857206E+00  1.268767344E+01 -6.742827726E+01  8.710766078E+01 -3.255379288E+00  5.248367437E+00 -7.715438372E+01  1.391959295E+02  1.268767344E+01  3.673857206E+00 

 1.019118506E+00  1.603774388E-02  8.859263753E+01 -8.062686790E-02  3.732620319E+00  1.257797358E+01 -6.685844821E+01  8.693065331E+01 -3.468506850E+00  5.332314741E+00 -7.616794432E+01  1.391367978E+02  1.257797358E+01  3.732620319E+00 

 1.019118506E+00  1.716538112E-02  8.859889981E+01 -8.444846036E-02  3.669844713E+00  1.260820627E+01 -6.719867163E+01  8.693679811E+01 -3.312990423E+00  5.242635305E+00 -7.683174742E+01  1.389579102E+02  1.260820627E+01  3.669844713E+00 

 1.017990869E+00  1.799086888E-02  8.867961817E+01 -8.659200056E-02  3.600493345E+00  1.266722334E+01 -6.766114328E+01  8.711239057E+01 -3.165953597E+00  5.143561922E+00 -7.762604222E+01  1.390569052E+02  1.266722334E+01  3.600493345E+00 

 1.017990869E+00  1.911850612E-02  8.868610073E+01 -9.010150549E-02  3.495610711E+00  1.261749575E+01 -6.795760374E+01  8.711875856E+01 -3.061925225E+00  4.993729587E+00 -7.823645418E+01  1.388704530E+02  1.261749575E+01  3.495610711E+00 

 1.019118506E+00  1.799086888E-02  8.860345084E+01 -8.714087910E-02  3.615493219E+00  1.261381824E+01 -6.743344876E+01  8.694126376E+01 -3.211994906E+00  5.164990313E+00 -7.729621715E+01  1.388283804E+02  1.261381824E+01  3.615493219E+00 

 1.019118506E+00  1.911850612E-02  8.860959599E+01 -9.069266622E-02  3.533916497E+00  1.260093263E+01 -6.773496198E+01  8.694729363E+01 -3.090618613E+00  5.048452138E+00 -7.790114808E+01  1.386540098E+02  1.260093263E+01  3.533916497E+00 

 1.016037744E+00  9.808814939E-01  8.881923059E+01  8.806544461E-02 -3.331505506E+00  1.265891861E+01 -6.837361543E+01  8.741725504E+01 -2.994654276E+00 -4.759293580E+00 -7.887162699E+01  1.392355917E+02  1.265891861E+01 -3.331505506E+00 

 1.016037744E+00  9.820091311E-01  8.881218299E+01  8.465371472E-02 -3.478469296E+00  1.278572151E+01 -6.809313284E+01  8.741031868E+01 -3.060132091E+00 -4.969241851E+00 -7.826047955E+01  1.394443526E+02  1.278572151E+01 -3.478469296E+00 

 1.017165381E+00  9.808814939E-01  8.874226912E+01  8.940973155E-02 -3.442509459E+00  1.263377835E+01 -6.812885346E+01  8.724468093E+01 -3.035853263E+00 -4.917870656E+00 -7.849642192E+01  1.390265262E+02  1.263377835E+01 -3.442509459E+00 

 1.017165381E+00  9.820091311E-01  8.873554401E+01  8.593812301E-02 -3.565052966E+00  1.271395603E+01 -6.783793543E+01  8.723806931E+01 -3.124973284E+00 -5.092932809E+00 -7.788419097E+01  1.392222157E+02  1.271395603E+01 -3.565052966E+00 

 1.016037744E+00  9.828346189E-01  8.880692056E+01  8.210263547E-02 -3.587205252E+00  1.286195670E+01 -6.786898204E+01  8.740513931E+01 -3.122860587E+00 -5.124578932E+00 -7.778261334E+01  1.396011566E+02  1.286195670E+01 -3.587205252E+00 

 1.016037744E+00  9.839622561E-01  8.879961377E+01  7.852266232E-02 -3.732803086E+00  1.293953124E+01 -6.753506128E+01  8.739794786E+01 -3.231224353E+00 -5.332575838E+00 -7.708584047E+01  1.398203723E+02  1.293953124E+01 -3.732803086E+00 

 1.017165381E+00  9.828346189E-01  8.873053795E+01  8.332664288E-02 -3.653086081E+00  1.275624833E+01 -6.760782848E+01  8.723314774E+01 -3.204219141E+00 -5.218694401E+00 -7.740880474E+01  1.393685620E+02  1.275624833E+01 -3.653086081E+00 

 1.017165381E+00  9.839622561E-01  8.872361095E+01  7.964293830E-02 -3.766540581E+00  1.278845007E+01 -6.726878084E+01  8.722633763E+01 -3.333463084E+00 -5.380772258E+00 -7.672099479E+01  1.395721711E+02  1.278845007E+01 -3.766540581E+00 

 1.017990869E+00  9.808814939E-01  8.868610073E+01  9.010150543E-02 -3.495610715E+00  1.261749575E+01 -6.795760374E+01  8.711875855E+01 -3.061925226E+00 -4.993729593E+00 -7.823645416E+01  1.388704530E+02  1.261749575E+01 -3.495610715E+00 

 1.017990869E+00  9.820091311E-01  8.867961817E+01  8.659200061E-02 -3.600493346E+00  1.266722334E+01 -6.766114329E+01  8.711239057E+01 -3.165953594E+00 -5.143561923E+00 -7.762604223E+01  1.390569052E+02  1.266722334E+01 -3.600493346E+00 

 1.019118506E+00  9.808814939E-01  8.860959599E+01  9.069266616E-02 -3.533916501E+00  1.260093264E+01 -6.773496197E+01  8.694729363E+01 -3.090618614E+00 -5.048452144E+00 -7.790114807E+01  1.386540098E+02  1.260093264E+01 -3.533916501E+00 

 1.019118506E+00  9.820091311E-01  8.860345084E+01  8.714087916E-02 -3.615493220E+00  1.261381824E+01 -6.743344876E+01  8.694126376E+01 -3.211994903E+00 -5.164990315E+00 -7.729621716E+01  1.388283804E+02  1.261381824E+01 -3.615493220E+00 

 1.017990869E+00  9.828346189E-01  8.867480329E+01  8.394243930E-02 -3.673857210E+00  1.268767344E+01 -6.742827725E+01  8.710766078E+01 -3.255379290E+00 -5.248367443E+00 -7.715438370E+01  1.391959295E+02  1.268767344E+01 -3.673857210E+00 

 1.017990869E+00  9.839622561E-01  8.866815692E+01  8.019382297E-02 -3.765006603E+00  1.269116327E+01 -6.708769038E+01  8.710113187E+01 -3.397122566E+00 -5.378580861E+00 -7.647563166E+01  1.393887195E+02  1.269116327E+01 -3.765006603E+00 

 1.019118506E+00  9.828346189E-01  8.859889981E+01  8.444846029E-02 -3.669844717E+00  1.260820627E+01 -6.719867162E+01  8.693679811E+01 -3.312990425E+00 -5.242635310E+00 -7.683174741E+01  1.389579102E+02  1.260820627E+01 -3.669844717E+00 

 1.019118506E+00  9.839622561E-01  8.859263753E+01  8.062686796E-02 -3.732620321E+00  1.257797358E+01 -6.685844821E+01  8.693065331E+01 -3.468506846E+00 -5.332314744E+00 -7.616794433E+01  1.391367978E+02  1.257797358E+01 -3.732620321E+00 

 1.008225244E+00  1.213149388E-02  8.929989083E+01 -4.445305340E-02  3.099240838E+00  1.600187059E+01 -6.889161246E+01  8.857136970E+01 -1.902805921E+00  4.427486911E+00 -7.778245856E+01  1.426657165E+02  1.600187059E+01  3.099240838E+00 

 1.008225244E+00  1.325913112E-02  8.931084323E+01 -4.664108031E-02  2.622839664E+00  1.543019042E+01 -6.925131564E+01  8.858223276E+01 -1.986641859E+00  3.746913806E+00 -7.874035288E+01  1.422266149E+02  1.543019042E+01  2.622839664E+00 

 1.009352881E+00  1.213149388E-02  8.922249898E+01 -4.999604022E-02  3.564335953E+00  1.551482663E+01 -6.837565698E+01  8.839574411E+01 -2.247455039E+00  5.091908504E+00 -7.706465609E+01  1.424153054E+02  1.551482663E+01  3.564335953E+00 

 1.009352881E+00  1.325913112E-02  8.923301568E+01 -5.252488531E-02  3.135682061E+00  1.509438882E+01 -6.878604506E+01  8.840616335E+01 -2.247647099E+00  4.479545802E+00 -7.805936832E+01  1.420097234E+02  1.509438882E+01  3.135682061E+00 

